,title,img_link,alcohol,size,wine_type,sparkling,sweetness,grape_type,country,aroma,flavor,winery,color,food_pairing,charms,link
308,L Cabernet Sauvignon ,http://www.wine.co.kr/upload/products/wineList/chile/20160803072956701.png,13.5%,750ml,Red,Still,Dry,카버네 소비뇽,"칠레, Central valley","붉은 과일과 검은 과일 향, 향신료, 바닐라, 정향, 담배, 오크향",우아하고 부드러운 탄닌이 신선함과 과일향으로 이어집니다.,Santa Rita,붉은 보라빛,"붉은 육류, 돼지 고기, 매운 소스와 치즈 수플레","2015 상반기 칠레 내수시장 판매 1위 와이너리 “Santa Rita”의 최초 Value wine “Legend of Chile” 의 약자로, 칠레 독립 영웅들의 스토리를 담음 와인 초보자 부터 애호가 까지 부담 없이 즐길 수 있는 스타일",http://www.wine.co.kr/wine/588
309,[yellow tail] Cabernet Sauvignon ,http://www.wine.co.kr/upload/products/wineList/australia/20181107072925118.png,13.5%,750ml,Red,Still,Dry,카버네 소비뇽,"호주, 뉴사우스웨일즈","블랙베리, 초톨릿, 민트, 바닐라","까버네 소비뇽 품종 100%의 와인으로 블랙베리, 초콜렛, 민트, 바닐라의 향을 가지고 있으며 풀 바디의 질감에 딸기류 과실의 특징을 가진다. 구운 오크향과 부드러운 벨벳과 같은 탄닌의 조화로운 끝 맛을 느낄 수 있는 와인이다.",[yellow tail],짙은 자주빛,"붉은 육류, 구운 양고기, 바비큐, 갈비",중앙일보 주관 제5회 와인 컨슈머 리포트 호주와인 Top10 중 1위,http://www.wine.co.kr/wine/112
310,[yellow tail] Cabernet Sauvignon Reserve ,http://www.wine.co.kr/upload/products/wineList/australia/yellowtailCabernetSauvignonReserve.png,14.0%,750ml,Red,Still,Dry,카버네 소비뇽,"호주, 뉴사우스웨일즈","잘 익은 블랙 체리와 민트, 달콤한 프랑스산 오크향","100%의 까버네 소비뇽을 추가적인 숙성을 통하여 잙 익은 블랙 체리와 민트, 달콤한 프랑스산 오크 향을 느낄 수 있으며, 벨벳과 같이 부드러운 탄닌이 훌륭한 구조감과 긴 여운을 주는 와인이다. 농도 짙은 블랙 베리와 카시스 향이 바닐라 오크 향과 어우러진 부 드러운 탄닌 맛의 여운이 긴 와인이다.",[yellow tail],짙은 자주빛,"붉은 육류, 바비큐 요리, 무스타드 크림의 스테이크",Royal Melbourne Wine Show- Jimmy Watson Memorial Trophy for the best one year old red wine,http://www.wine.co.kr/wine/119
311,[yellow tail] Merlot 187 ,http://www.wine.co.kr/upload/products/wineList/australia/yellowtailMerlot187.png,13.5%,0,Red,Still,Dry,멜롯,"호주, 뉴사우스웨일즈","잘익은 자두, 딸기, 미세한 바닐라 오크향","멜롯 품종 100%로서 멜롯 품종의 부드러움을 한껏 느낄 수있는 와인으로 잘 익은 자두, 딸기의 향과 함께 미세한 바닐라 오크향을 가지고 있다. 잘 익은 자두 맛이 나며 오크 향과의 좋은 균형을 이루고 있으며, 미디움 바디 와인으로 피니쉬가 부드러우면서 긴 여운을 주는 와인이다.",[yellow tail],진한 석류빛,"붉은 육류 요리, 양고기, 숯불 구이 연어, 참치, 치즈",중앙일보 주관 제5회 와인 컨슈머 리포트 애호가 평가 2위,http://www.wine.co.kr/wine/114
312,[yellow tail] Merlot ,http://www.wine.co.kr/upload/products/wineList/australia/20181107072142988.png,13.5%,750ml,Red,Still,Dry,멜롯,"호주, 뉴사우스웨일즈","잘익은 자두, 딸기, 미세한 바닐라 오크향","멜롯 품종 100%로서 멜롯 품종의 부드러움을 한껏 느낄 수있는 와인으로 잘 익은 자두, 딸기의 향과 함께 미세한 바닐라 오크향을 가지고 있다. 잘 익은 자두 맛이 나며 오크 향과의 좋은 균형을 이루고 있으며, 미디움 바디 와인으로 피니쉬가 부드러우면서 긴 여운을 주는 와인이다.",[yellow tail],진한 석류빛,"붉은 육류 요리, 양고기, 숯불 구이 연어, 참치, 치즈",중앙일보 주관 제5회 와인 컨슈머 리포트 애호가 평가 2위,http://www.wine.co.kr/wine/113
313,[yellow tail] Moscato ,http://www.wine.co.kr/upload/products/wineList/australia/20181107071909008.png,6.0%,750ml,White,Still,Sweet,모스카토,"호주, 뉴사우스웨일즈","복숭아, 패션푸르츠, 트로피칼 과일","신선하게 크러시된 포도의 향, 복숭아 그리고 패션푸르츠의 향이 서서히 올라오며 달콤한 느낌을 전한다. 가볍게 스파클링이 가미되어 기분 좋게 입안을 간지럽히며 트로피칼 과일과 숨어 있는 스파이시한 맛이 가볍게 톡톡 터지는 것을 느낄 수 있다.",[yellow tail],연한 황금빛,"복숭아 같은 과즙이 많은 과일, 아이스크림","Blue Ocean의 대표적 성공사례 와인,미국시장 단일브랜드 최대판매 호주와인",http://www.wine.co.kr/wine/115
314,[yellow tail] Bubbles Rose ,http://www.wine.co.kr/upload/products/wineList/australia/yellowtailBubblesRose.png,11.5%,750ml,Rose,Sparkling,Sweet,"쉬라즈, 기타","호주, 뉴사우스웨일즈","풍부한 베리향과 잘 익은 복숭아, 멜론 및 열대 과실향",신선한 딸기향이 올라오다가 달콤한 체리와 열대 과일의 향과 잘 어울려 상쾌한 끝 맛으로 마무리한다. 약 7~9도로 차갑게 마시면 좋으며 좁고 깊은 플루트 모양의 잔을 사용하면 거품이 오래간다.,[yellow tail],옅은 장미색,어떤 음식과도 즐길 수 있는 와인,Effervescents du Mond 금메달 (2009),http://www.wine.co.kr/wine/118
315,[yellow tail] Chardonnay 187 ,http://www.wine.co.kr/upload/products/wineList/australia/20181109085707465.png,13.5%,187ml,White,Still,Dry,샤도네이,"호주, 뉴사우스웨일즈","잘 익은 복숭아, 멜론, 부드러운 오크향","샤도네 품종 100%의 와인으로 잘 익은 복숭아, 멜론과 부드러운 오크 향을 느낄 수 있으며, 신선함과 적절한 산도가 조화를 이룬 와인으로 복숭아, 멜론, 열대 과실의 맛이 긴 여운을 주는 와인이다.",[yellow tail],골드빛의 밀짚색,"대부분의 해산물, 생선, 닭고기, 칠면조, 생선회",언제 어디서든지 부담없이 즐길 수 있도록 출시된 187ml,http://www.wine.co.kr/wine/111
316,[yellow tail] Chardonnay ,http://www.wine.co.kr/upload/products/wineList/australia/20181109085642500.png,13.5%,750ml,White,Still,Dry,샤도네이,"호주, 뉴사우스웨일즈","잘 익은 복숭아, 멜론, 부드러운 오크향","샤도네 품종 100%의 와인으로 잘 익은 복숭아, 멜론과 부드러운 오크 향을 느낄 수 있으며, 신선함과 적절한 산도가 조화를 이룬 와인으로 복숭아, 멜론, 열대 과실의 맛이 긴 여운을 주는 와인이다.",[yellow tail],골드빛의 밀짚색,"대부분의 해산물, 생선, 닭고기, 칠면조, 생선회","Blue Ocean의 대표적 성공사례 와인,미국시장 단일브랜드 최대판매 호주와인",http://www.wine.co.kr/wine/116
317,[yellow tail] Semillon Sauvignon Blanc 187 ,http://www.wine.co.kr/upload/products/wineList/australia/yellowtailSemillonSauvignonBlanc187.png,11.5%,187ml,White,Still,Dry,"쇼비뇽 블랑, 기타","호주, 뉴사우스웨일즈","새콤한 귤, 자두, 레몬향과 열대과일 향의 조화",상콤한 초록색의 사과향이 기분좋고 풍부하게 올라와 언제든지 가볍게 즐길 수 있는 와인으로 약간 차갑게 칠링하여 식전주로 마시면 좋다.,[yellow tail],연한 황금빛,"해산물, 샐러드, 쿠키",언제 어디서든지 부담없이 즐길 수 있도록 출시된 옐로우테일세미용소비뇽블랑 187ml,http://www.wine.co.kr/wine/110
318,[yellow tail] Shiraz 187 ,http://www.wine.co.kr/upload/products/wineList/australia/yellowtailShiraz187.png,13.5%,187ml,Red,Still,Dry,쉬라즈,"호주, 뉴사우스웨일즈",딸기류의 아로마와 매운 향신료향,"풀 바디의 와인으로 잘 익은 부드러운 과실의 특성 및 미세한 흙 향을 느끼게 하며, 바닐라와 같은 오크 향에 균형 있고 여운이 긴 와인이다.",[yellow tail],짙은 붉은색,"붉은 육류, 바비큐, 소시지, 강한 향의 치즈, 한국음식",언제 어디서든지 부담없이 즐길 수 있도록 출시된 옐로우테일쉬라즈 187ml,http://www.wine.co.kr/wine/109
319,[yellow tail] Shiraz ,http://www.wine.co.kr/upload/products/wineList/australia/20181107071727138.png,13.5%,750ml,Red,Still,Dry,쉬라즈,"호주, 뉴사우스웨일즈",딸기류의 아로마와 매운 향신료향,"풀 바디의 와인으로 잘 익은 부드러운 과실의 특성 및 미세한 흙 향을 느끼게 하며, 바닐라와 같은 오크 향에 균형 있고 여운이 긴 와인이다.",[yellow tail],짙은 붉은색,"붉은 육류, 바비큐, 소시지, 강한 향의 치즈, 한국음식","Blue Ocean의 대표적 성공사례 와인,미국시장 단일브랜드 최대판매 호주와인",http://www.wine.co.kr/wine/117
320,[yellow tail] Shiraz Reserve ,http://www.wine.co.kr/upload/products/wineList/australia/yellowtailShirazReserve.png,14.0%,750ml,Red,Still,Dry,쉬라즈,"호주, 뉴사우스웨일즈","잘익은 체리, 블랙 베리, 쵸콜렛, 모카 향","호주의 대표 품종이라고 할 수 있는 쉬라즈 100%의 와인으로서 추가적인 장기 숙성으로 매우 깊은 맛을 느낄 수 있다. 잘 익은 체리, 블랙 베리, 초콜렛 및 모카의 향을 가지고 있으며, 통후추를 갈은 듯한 향이 스파이시한 느낌을 준다. 달콤한 프랑스산 오크 향과 바닐라의 탄닌이 느껴지며, 매끄럽게 잘 다듬어진 탄닌의 풀 바디 와인이다.",[yellow tail],짙은 붉은색,"붉은 육류, 바비큐, 소시지, 강한 향의 치즈, 한국음식",와인 스펙테이터 선정 100대 와인 선정 (2007),http://www.wine.co.kr/wine/120
321,HAUT MEDOC DE GISCOURS ,http://www.wine.co.kr/upload/products/wineList/france/HAUTMEDOCDEGISCOURS.png,13.0%,750ml,Red,Still,Dry,"카버네 소비뇽, 멜롯, 기타","프랑스, 그랑크뤼, 오 메독","블랙베리, 체리, 블랙커렌트, 섬세한 연기 냄새","3등급 와인인 '샤또 지스꾸르'의 세컨드 와인 입니다. 카버네 소비뇽을 주 품종으로 하여 양조된 이 와인은 진한 체리빛을 띠며, 완숙한 붉은 과일류의 향이 살짝 가미된 복합적인 부케가 느껴지고, 훌륭한 구조감을 지닙니다. 탄닌맛은 강하면서도 깔끔하며, 부드럽게 블렌딩 되어 있습니다.",HAUT MEDOC DE GISCOURS,짙은 자주색,"가금류 고기 구이, 치킨 그릴 구이, 버섯구이",Parker Point 0,http://www.wine.co.kr/wine/403
322,Oliveras ,http://www.wine.co.kr/upload/products/wineList/spain/20191022034856507.png,13.0%,750ml,Red,Still,Dry,기타,"스페인, 까딸루냐(Catalunya)","익은 자두의 과실풍 아로마가 후추, 담배향의 그윽한 부케와 조화를 잘 이룹니다.",잘 익은 탄닌의 묵직한 질감과 은은하게 풍기는 제비꽃향이 매우 고급스러운 느낌의 적당한 산도와 구조감이 우수한 레드 와인입니다.,로케타,화려한 루비레드,"각종 육류 음식, 파스타, 매운 한국 음식",6개월 오크숙성을 거친 가격대비 우월한 품질의 스페인 와인으로 한국 뿐만 아니라 전세계에 매니아층이 생길 정도로 인기리에 판매되고 있는 클래식한 패키지의 와인입니다.,http://www.wine.co.kr/wine/256
323,Santa Rita Winemaker’s Lot Reserve Cabernet Sauvignon ,http://www.wine.co.kr/upload/products/wineList/chile/20160803095009357.png,13.5%,750ml,Red,Still,Dry,카버네 소비뇽,"칠레, 센트럴 밸리(Central Valley)","블랙커런트의 야생적인 향은 전형적인 카버네 쇼비뇽의 특징을 보여주며, 이후 부드러운 바닐라와 상쾌하고 달콤한 정향, 젖은 낙엽의 향기가 복합적으로 이루어진 와인",짜임새 있는 구조감의 텍스쳐와 부드러운 탄닌의 높은 집중도,Santa Rita,어두운 자주빛,"붉은 육류 구이, 한정식, 파스타, 치즈","매년 초(4월 경), 직접 손으로 수확한 포도로 생산. 안데스 산맥으로부터 불어오는 차가운 공기와 태평양 연안의 해양성 기후의 영향을 받는 센트럴 밸리에서 재배된 칠레 카버네 쇼비뇽은 와인 양조에 있어 뛰어난 구조감과 안정된 피니쉬를 표현하는데 있어 최상의 컨디션을 자랑한다.",http://www.wine.co.kr/wine/558
324,Reserve Selection Gewurztraminer ,http://www.wine.co.kr/upload/products/wineList/france/20170403024739404.png,13.06%,750ml,White,Still,Medium Sweet,기타,"프랑스, 알자스","시나몬, 카다멈 류의 달콤한 스파이스 향과 열대과일 류의 향","풍부한 향과 산도, 바디감이 우수한 와인으로 주요 품종인 게뷔르츠트라미너 특유의 프로랄향, 스모키의 알싸한 향이 미네랄 성격과 조화를 이룹니다.",WOLFBERGER,은은한 금빛,"전식 요리, 아시아계 요리, 과일 타르트 등의 디저트 류",실력과 특색을 갖춘 와인 양조家가 Wolfberger 도멘느에서 만들어내는 와인으로 알자스 고유의 스파클링 와인인 Cremant은 많은 이들에게 사랑 받고 있습니다.,http://www.wine.co.kr/wine/671
325,Reserve Selection Sylvaner ,http://www.wine.co.kr/upload/products/wineList/france/20170403023642632.png,12.37%,750ml,White,Still,Dry,기타,"프랑스, 알자스","아카시아꽃과 과일류의 향, 허브향",우아하면서도 신선한 과일의 향이 생동감을 주는 와인입니다.,WOLFBERGER,밝은 노란빛,"해산물 요리, 샐러드, 치즈 등",실력과 특색을 갖춘 와인 양조家가 Wolfberger 도멘느에서 만들어내는 와인으로 알자스 고유의 스파클링 와인인 Cremant은 많은 이들에게 사랑 받고 있습니다.,http://www.wine.co.kr/wine/669
326,Reserve Selection Pinot Gris ,http://www.wine.co.kr/upload/products/wineList/france/20170403024518928.png,13.3%,750ml,White,Still,Medium Dry,기타,"프랑스, 알자스","서양배, 살구 등 과일류의 신선한 향, 헤이즐럿 향","벌꿀과 스모크 향의 와인으로 집중도가 높은 와인으로 과일류의 향, 생기 있는 산도와 잔류당의 조화가 우수합니다.",WOLFBERGER,노란빛,"리조또, 푸아그라, 티라미수, 디저트 류",실력과 특색을 갖춘 와인 양조家가 Wolfberger 도멘느에서 만들어내는 와인으로 알자스 고유의 스파클링 와인인 Cremant은 많은 이들에게 사랑 받고 있습니다.,http://www.wine.co.kr/wine/670
327,Vendanges Tardives Pinot Gris ,http://www.wine.co.kr/upload/products/wineList/france/20170403021515471.png,12.6%,750ml,White,Still,Sweet,기타,"프랑스, 알자스","마른 과일류의 향, 꿀향",달콤한 꿀과 아카시아꽃 아로마가 느껴지는 와인으로 과일향이 풍부하며 상쾌한 여운이 감돕니다.,WOLFBERGER,밝은 금빛,"관자 요리, 푸아그라, 디저트, 샐러드 등",실력과 특색을 갖춘 와인 양조家가 Wolfberger 도멘느에서 만들어내는 와인으로 알자스 고유의 스파클링 와인인 Cremant은 많은 이들에게 사랑 받고 있습니다.,http://www.wine.co.kr/wine/667
328,Alsace Grand Cru Riesling ,http://www.wine.co.kr/upload/products/wineList/france/20170403021741335.png,12.56%,750ml,White,Still,Dry,기타,"프랑스, 알자스","시트러스 향과 감귤, 자두류의 과일 향","미디엄 바디의 이 와인은 단단한 산도를 지니고 있으며 레몬 껍질, 사과, 암석의 풍미를 제공합니다. 강렬한 인상을 주지만 정교하고 스모키한 여운을 줍니다.",WOLFBERGER,밝은 노란빛,"생선 요리, 가금류 요리 등",실력과 특색을 갖춘 와인 양조家가 Wolfberger 도멘느에서 만들어내는 와인으로 알자스 고유의 스파클링 와인인 Cremant은 많은 이들에게 사랑 받고 있습니다.,http://www.wine.co.kr/wine/668
329,Cremant D'Alsace Demi-sec ,http://www.wine.co.kr/upload/products/wineList/france/20170403014919352.png,12.0%,750ml,White,Sparkling,Sweet,기타,"프랑스, 알자스",신선한 과일의 향,서양배와 복숭아 등의 과일 아로마가 느껴지는 와인으로 뛰어난 산도가 특징이며 신선하고 상쾌한 여운이 감돕니다.,WOLFBERGER,밝은 노란빛,"전식 요리, 디저트",실력과 특색을 갖춘 와인 양조家가 Wolfberger 도멘느에서 만들어내는 와인으로 알자스 고유의 스파클링 와인인 Cremant은 많은 이들에게 사랑 받고 있습니다.,http://www.wine.co.kr/wine/665
330,Cremant D'Alsace Brut ,http://www.wine.co.kr/upload/products/wineList/france/20170403015115007.png,12.0%,750ml,White,Sparkling,Dry,기타,"프랑스, 알자스",신선한 과일의 향,서양배와 복숭아 등의 과일 아로마가 느껴지는 와인으로 뛰어난 산도가 특징이며 신선하고 상쾌한 여운이 감돕니다.,WOLFBERGER,밝은 노란빛,"전식 요리, 디저트",실력과 특색을 갖춘 와인 양조家가 Wolfberger 도멘느에서 만들어내는 와인으로 알자스 고유의 스파클링 와인인 Cremant은 많은 이들에게 사랑 받고 있습니다.,http://www.wine.co.kr/wine/666
